Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,pageranks,indegree,outdegree,Degree
375,,,11,0.189461,0.198869,0,0,0,0.000011,0,4,4
376,,,0,0,0,0,0.067197,0,0.000074,11,0,11
377,,,10,0.224179,0.240118,29243.537216,0.001842,0,0.000025,2,22,24
378,,,10,0.222803,0.239514,1249497.058989,0.064552,0,0.000194,27,50,77
379,,,0,0,0,0,0.028171,0,0.000053,5,0,5
380,,,10,0.20956,0.223063,39586.255341,0.005371,0,0.00003,4,14,18
381,,,2,0.833333,0.9,40156.639402,0.021366,0,0.000071,6,4,10
382,,,10,0.223183,0.238628,1809913.22379,0.153979,0,0.000429,64,33,97
383,,,1,1,1,0,0,0,0.000011,0,1,1
384,,,12,0.156528,0.162073,77696.02587,0.02886,0,0.000067,12,6,18
385,,,13,0.131523,0.134636,30711.086964,0.01264,0,0.000036,5,1,6
386,,,14,0.116243,0.118394,0,0,0,0.000011,0,1,1
387,,,10,0.205985,0.218733,0,0,0,0.000011,0,15,15
388,,,10,0.245395,0.266622,1015807.833734,0.035731,0,0.000105,19,64,83
389,,,11,0.174845,0.182056,619.071413,0.000821,0,0.000013,1,2,3
390,,,10,0.20856,0.221907,2069526.941835,0.35581,0,0.000772,69,8,77
391,,,11,0.199449,0.210817,94905.515324,0.03462,0,0.000036,7,8,15
392,,,11,0.195358,0.204734,245351.904008,0.032351,0,0.000226,8,6,14
393,,,0,0,0,0,0.052879,0,0.000109,18,0,18
394,,,11,0.166112,0.172139,0,0,0,0.000011,0,2,2
395,,,11,0.176544,0.184165,137322.053396,0.041477,0,0.000104,18,3,21
396,,,11,0.193634,0.203524,182845.948178,0.072048,0,0.000088,12,5,17
397,,,11,0.184934,0.193584,26732.364721,0.002613,0,0.000012,1,8,9
398,,,10,0.210223,0.223551,14497.10008,0.001779,0,0.000015,2,17,19
399,,,0,0,0,0,0.038748,0,0.000052,6,0,6
400,,,1,1,1,14.920635,0.006272,0,0.000016,3,2,5
401,,,11,0.199532,0.210595,69952.20588,0.005581,0,0.000023,3,14,17
402,,,11,0.160517,0.166626,168683.086619,0.068483,0,0.000082,14,12,26
403,,,11,0.215237,0.23003,297843.129239,0.021526,0,0.000064,13,29,42
404,,,12,0.163435,0.168727,133545.76731,0.119103,0,0.00018,29,1,30
405,,,11,0.206671,0.218731,0,0,0,0.000011,0,17,17
406,,,0,0,0,0,0.025515,0,0.000054,11,0,11
407,,,10,0.228815,0.245564,0,0,0,0.000011,0,24,24
408,,,11,0.188662,0.197738,324468.152333,0.028624,0,0.000048,8,14,22
409,,,1,1,1,0,0,0,0.000011,0,1,1
410,,,12,0.173906,0.181595,0,0,0,0.000011,0,5,5
411,,,10,0.219496,0.235054,24824.984208,0.003285,0,0.000023,4,38,42
412,,,11,0.186762,0.195807,52964.625251,0.008257,0,0.000027,3,18,21
413,,,14,0.114347,0.116194,0,0,0,0.000011,0,1,1
414,,,13,0.1291,0.131731,15744.562455,0.076778,0,0.00014,13,1,14
415,,,13,0.133297,0.136414,0,0,0,0.000011,0,2,2
416,,,12,0.153778,0.158556,42426.476931,0.009664,0,0.00004,5,2,7
417,,,13,0.13329,0.136352,0,0,0,0.000011,0,1,1
418,,,11,0.192836,0.203508,0,0,0,0.000011,0,4,4
419,,,13,0.143199,0.147125,0,0,0,0.000011,0,2,2
420,,,12,0.167105,0.173451,791103.964413,0.406863,0,0.001203,117,3,120
421,,,13,0.143188,0.14706,0,0,0,0.000011,0,1,1
422,,,10,0.224819,0.241437,416922.270839,0.025783,0,0.000051,8,36,44
423,,,11,0.185692,0.194983,0,0,0,0.000011,0,10,10
424,,,11,0.223143,0.238686,754958.570086,0.099619,0,0.0001,20,13,33
425,,,13,0.143199,0.147125,0,0,0,0.000011,0,2,2
426,,,12,0.172434,0.179454,0,0,0,0.000011,0,2,2
427,,,12,0.151794,0.156744,26997.803876,0.001779,0,0.00003,2,4,6
428,,,1,1,1,15092.734207,0.024144,0,0.000029,4,1,5
429,,,10,0.221535,0.236777,1903259.180144,0.127656,0,0.000276,23,34,57
430,,,10,0.232167,0.249741,207633.664173,0.006427,0,0.000015,2,45,47
431,,,0,0,0,0,0.01307,0,0.000036,5,0,5
432,,,11,0.20995,0.222852,0,0,0,0.000011,0,17,17
433,,,12,0.157812,0.163085,128849.413352,0.093219,0,0.000159,25,4,29
434,,,11,0.196906,0.207886,220772.224717,0.040234,0,0.000065,10,12,22
435,,,13,0.136311,0.139631,0,0,0,0.000011,0,1,1
436,,,11,0.193342,0.203011,0,0,0,0.000011,0,6,6
437,,,11,0.175589,0.183368,137907.144509,0.106242,0,0.000216,35,3,38
438,,,11,0.173808,0.180713,284451.26584,0.061933,0,0.000184,15,3,18
439,,,11,0.191304,0.200462,189049.375094,0.033271,0,0.000119,10,5,15
440,,,11,0.193862,0.20466,341861.778193,0.065043,0,0.000122,27,12,39
441,,,10,0.236185,0.253799,1641234.577956,0.102427,0,0.000254,26,32,58
442,,,11,0.204179,0.216453,0,0,0,0.000011,0,11,11
443,,,12,0.175005,0.182142,9358.929033,0.002918,0,0.00002,3,3,6
444,,,12,0.160594,0.165782,0,0,0,0.000011,0,1,1
445,,,9,0.239427,0.262154,5431800.360377,0.281569,0,0.000453,61,99,160
446,,,0,0,0,0,0.036414,0,0.000038,7,0,7
447,,,11,0.208903,0.222677,70218.963451,0.002079,0,0.000014,2,17,19
448,,,10,0.230305,0.249946,2386609.911827,0.10038,0,0.000157,25,73,98
449,,,11,0.18107,0.189006,0,0,0,0.000011,0,4,4
450,,,10,0.213934,0.227436,220926.933867,0.039284,0,0.000074,11,6,17
451,,,10,0.283818,0.318234,10047434.707737,0.18313,0,0.000283,46,242,288
452,,,11,0.190911,0.201227,97687.671723,0.025479,0,0.000062,9,11,20
453,,,10,0.234291,0.252499,1057506.34975,0.061494,0,0.000122,14,42,56
454,,,10,0.203773,0.216652,0,0,0,0.000011,0,32,32
455,,,0,0,0,0,0.028389,0,0.000129,13,0,13
456,,,11,0.174135,0.181112,0,0,0,0.000011,0,4,4
457,,,10,0.226307,0.241756,325921.803413,0.018321,0,0.000062,6,20,26
458,,,10,0.211901,0.225252,143719.395405,0.034285,0,0.000047,8,9,17
459,,,10,0.215085,0.228332,616114.219298,0.066202,0,0.000115,17,15,32
460,,,11,0.21058,0.223953,0,0,0,0.000011,0,22,22
461,,,11,0.164356,0.170846,212745.284943,0.086836,0,0.000185,19,5,24
462,,,10,0.21048,0.224158,338425.91519,0.028475,0,0.000106,9,20,29
463,,,11,0.191902,0.201647,0,0,0,0.000011,0,7,7
464,,,10,0.205367,0.216101,859974.867391,0.123833,0,0.000386,45,5,50
465,,,11,0.210803,0.224565,233908.539218,0.02576,0,0.000044,6,22,28
466,,,11,0.206545,0.218918,469279.22173,0.075534,0,0.000108,23,16,39
467,,,12,0.177086,0.184558,0,0,0,0.000011,0,3,3
468,,,11,0.189213,0.19865,59308.306346,0.031732,0,0.000031,4,7,11
469,,,12,0.16975,0.176737,574.635294,0.000821,0,0.000014,1,3,4
470,,,15,0.122957,0.125659,1074.207284,0.009195,0,0.000016,3,3,6
471,,,0,0,0,0,0.164908,0,0.000149,26,0,26
472,,,10,0.247696,0.270023,7721184.623588,0.392934,0,0.000664,93,73,166
473,,,11,0.187571,0.196824,34540.998202,0.002606,26,0.000018,2,8,10
474,,,10,0.234634,0.255195,1529474.532961,0.034244,0,0.000039,10,70,80
475,,,11,0.20478,0.216227,161075.98723,0.03114,0,0.000044,8,10,18
476,,,10,0.244584,0.2653,11202914.635395,0.73003,0,0.000974,167,61,228
477,,,11,0.189864,0.199788,110253.085685,0.011994,0,0.00002,4,11,15
478,,,11,0.188032,0.197691,306554.723693,0.153675,0,0.000132,26,9,35
479,,,1,1,1,0,0,0,0.000011,0,1,1
480,,,1,1,1,0,0,0,0.000011,0,3,3
481,,,1,1,1,0,0,0,0.000011,0,1,1
482,,,1,1,1,0,0,0,0.000011,0,3,3
483,,,1,1,1,0,0,0,0.000011,0,1,1
484,,,11,0.194411,0.20503,43377.519846,0.012206,0,0.000038,6,6,12
485,,,10,0.201376,0.213214,558015.103972,0.127674,0,0.000159,23,9,32
486,,,11,0.178061,0.185826,79208.081483,0.041591,0,0.000082,13,4,17
487,,,12,0.151166,0.155824,0,0,0,0.000011,0,2,2
488,,,11,0.185186,0.193589,45930.730339,0.003884,0,0.000012,2,10,12
489,,,12,0.151157,0.155762,0,0,0,0.000011,0,1,1
490,,,10,0.210836,0.224902,62161.830603,0.003338,0,0.000013,2,25,27
491,,,10,0.206568,0.21944,576818.973648,0.063599,0,0.000117,16,19,35
492,,,12,0.172488,0.179864,168001.731479,0.064116,0,0.00007,10,5,15
493,,,10,0.211978,0.225367,1883395.835896,0.15167,0,0.000308,40,18,58
494,,,13,0.147127,0.151594,0,0,0,0.000011,0,2,2
495,,,11,0.195139,0.205921,0,0,0,0.000011,0,11,11
496,,,11,0.1922,0.201518,0,0,0,0.000011,0,4,4
497,,,1,1,1,0,0,0,0.000011,0,1,1
498,,,0,0,0,0,0.02837,0,0.000033,6,0,6
499,,,11,0.178567,0.186473,41667.80829,0.004106,0,0.000043,5,7,12
500,,,12,0.171308,0.178796,0,0,0,0.000011,0,16,16
501,,,11,0.202703,0.213849,28722.566982,0.011315,0,0.000013,2,6,8
502,,,12,0.165051,0.171097,0,0,0,0.000011,0,1,1
503,,,12,0.165051,0.171097,0,0,0,0.000011,0,1,1
504,,,12,0.164306,0.170502,0,0,0,0.000011,0,1,1
505,,,11,0.196596,0.207904,1089046.755151,0.226168,0,0.00037,54,16,70
506,,,11,0.176361,0.184123,399864.180653,0.108262,0,0.000227,29,4,33
507,,,11,0.178131,0.185648,0,0,0,0.000011,0,5,5
508,,,10,0.203036,0.214964,630056.428841,0.085573,0,0.0001,15,28,43
509,,,12,0.14993,0.154545,0,0,0,0.000011,0,1,1
510,,,11,0.205989,0.218401,0,0,0,0.000011,0,13,13
511,,,11,0.21534,0.231198,5775631.903444,0.789051,0,0.001498,224,39,263
512,,,11,0.199013,0.209551,126037.388846,0.020617,0,0.000043,6,9,15
513,,,12,0.19736,0.208972,0,0,0,0.000011,0,12,12
514,,,10,0.206812,0.219583,419509.102929,0.022304,0,0.000048,7,21,28
515,,,12,0.187522,0.19681,114200.355749,0.095701,0,0.00016,17,2,19
516,,,11,0.208,0.220967,381517.948238,0.064053,0,0.000117,16,16,32
517,,,9,0.235505,0.252538,0,0,0,0.000011,0,19,19
518,,,12,0.177196,0.185255,0,0,0,0.000011,0,1,1
519,,,11,0.187629,0.197734,0,0,0,0.000011,0,7,7
520,,,12,0.177194,0.185254,2585.226915,0.008389,0,0.000015,1,1,2
521,,,10,0.18867,0.198153,89868.287524,0.005367,0,0.000042,6,10,16
522,,,0,0,0,0,0.019221,0,0.000058,8,0,8
523,,,1,1,1,0,0,0,0.000011,0,1,1
524,,,9,0.21979,0.235885,0,0,0,0.000011,0,44,44
525,,,10,0.220487,0.235976,99299.75401,0.011146,0,0.000037,4,12,16
526,,,10,0.208257,0.221473,809849.595058,0.123633,0,0.000267,38,21,59
527,,,1,1,1,0,0,0,0.000011,0,1,1
528,,,10,0.217764,0.233345,0,0,0,0.000011,0,20,20
529,,,1,1,1,0,0,0,0.000011,0,1,1
530,,,10,0.216562,0.230767,611540.855569,0.03703,0,0.000157,10,18,28
531,,,10,0.234101,0.252924,0,0,0,0.000011,0,42,42
532,,,11,0.19758,0.209045,0,0,0,0.000011,0,14,14
533,,,1,1,1,0,0,0,0.000011,0,1,1
534,,,1,1,1,78.551135,0.006675,0,0.000024,2,1,3
535,,,1,1,1,0,0,44,0.000011,0,1,1
536,,,0,0,0,0,0.005669,44,0.00004,4,0,4
537,,,11,0.181633,0.190554,0,0,44,0.000011,0,9,9
538,,,11,0.1932,0.203399,96593.94858,0.016378,0,0.000037,4,8,12
539,,,1,1,1,7988.390266,0.013542,44,0.000016,2,1,3
540,,,12,0.145179,0.149609,96646.475974,0.03212,0,0.000066,11,5,16
541,,,12,0.15877,0.164154,146940.752013,0.092287,0,0.000296,20,1,21
542,,,12,0.145336,0.149249,0,0,0,0.000011,0,2,2
543,,,12,0.137342,0.140884,222286.673483,0.07102,0,0.000187,23,2,25
544,,,10,0.223784,0.239249,184728.214561,0.019461,0,0.000015,1,22,23
545,,,10,0.198523,0.209625,0,0,0,0.000011,0,5,5
546,,,10,0.210024,0.22229,60061.553212,0.01712,0,0.000028,6,14,20
547,,,13,0.120765,0.123149,0,0,0,0.000011,0,1,1
548,,,13,0.120772,0.123214,47009.74936,0.032829,0,0.000073,17,2,19
549,,,12,0.161409,0.16726,26528.361308,0.010916,0,0.000037,3,4,7
550,,,11,0.195833,0.205939,0,0,0,0.000011,0,8,8
551,,,11,0.191913,0.202355,0,0,0,0.000011,0,11,11
552,,,11,0.201744,0.213097,1001687.826601,0.101111,0,0.000256,19,11,30
553,,,13,0.134958,0.138321,21040.380406,0.083262,0,0.000098,9,1,10
554,,,14,0.118925,0.121281,0,0,0,0.000011,0,2,2
555,,,10,0.251011,0.274409,3044549.337144,0.146239,0,0.000274,50,75,125
556,,,11,0.177779,0.185463,169319.762682,0.081558,0,0.000118,18,3,21
557,,,11,0.167698,0.173958,1400.260283,0.00486,0,0.000013,2,4,6
558,,,12,0.163635,0.169808,20726.554195,0.002202,0,0.000012,1,5,6
559,,,11,0.19116,0.200779,147791.425759,0.055396,0,0.000086,16,7,23
560,,,13,0.148059,0.152848,2130.140118,0.001806,0,0.000012,1,5,6
561,,,10,0.232556,0.252192,5609585.200782,0.516721,0,0.000676,128,75,203
562,,,11,0.197614,0.208631,316001.523916,0.080534,0,0.000078,17,8,25
563,,,0,0,0,0,0.014392,0,0.00008,5,0,5
564,,,12,0.178765,0.186228,2005.778251,0.001977,0,0.000012,1,8,9
565,,,1,1,1,7510.230268,0.049286,0,0.000065,3,1,4
566,,,11,0.19444,0.204588,0,0,0,0.000011,0,7,7
567,,,11,0.185748,0.194191,10880.837567,0.004193,0,0.000013,2,7,9
568,,,10,0.210609,0.224171,0,0,0,0.000011,0,17,17
569,,,1,1,1,1627.481432,0.053422,0,0.0001,12,2,14
570,,,15,0.12006,0.122603,24559.033736,0.010124,0,0.000018,2,3,5
571,,,0,0,0,0,0.049439,0,0.000055,10,0,10
572,,,12,0.173845,0.181917,4158.093351,0.000821,0,0.000016,1,16,17
573,,,11,0.20252,0.214654,95608.307616,0.006451,0,0.000021,3,20,23
574,,,11,0.192269,0.203165,0,0,0,0.000011,0,15,15
575,,,10,0.255008,0.282208,11464988.389818,0.409856,0,0.000633,105,154,259
576,,,11,0.169834,0.176589,92060.181288,0.042894,0,0.000083,17,7,24
577,,,11,0.158221,0.163597,2394.82476,0.000821,0,0.000016,1,6,7
578,,,1,1,1,0,0,0,0.000011,0,1,1
579,,,12,0.167888,0.174084,80150.031947,0.008015,0,0.000052,4,1,5
580,,,11,0.18937,0.199236,473747.375387,0.036311,0,0.000145,4,13,17
581,,,10,0.211884,0.224912,263801.637207,0.004403,0,0.00002,4,24,28
582,,,12,0.1693,0.175848,0,0,0,0.000011,0,2,2
583,,,12,0.167886,0.174082,0,0,0,0.000011,0,1,1
584,,,10,0.24414,0.264724,386961.790849,0.00836,0,0.000033,5,44,49
585,,,10,0.218264,0.232254,405610.789145,0.058318,0,0.000051,7,17,24
586,,,12,0.168742,0.175386,29531.820579,0.006931,0,0.000022,1,5,6
587,,,12,0.167897,0.174158,166435.40239,0.130816,0,0.000146,18,2,20
588,,,10,0.187337,0.196165,22956.892446,0.003474,0,0.000028,4,4,8
589,,,12,0.171425,0.178399,60718.994444,0.011375,0,0.000024,4,5,9
590,,,12,0.183439,0.192182,0,0,0,0.000011,0,2,2
591,,,10,0.208748,0.221543,3902123.883578,0.609752,0,0.000836,136,15,151
592,,,11,0.186993,0.196415,30226.755262,0.008418,0,0.000023,4,12,16
593,,,11,0.188085,0.197914,590232.661415,0.081415,0,0.000226,26,9,35
594,,,12,0.16702,0.173526,211684.018908,0.130621,0,0.000287,30,6,36
595,,,12,0.146457,0.150616,40366.905168,0.023605,0,0.000056,9,2,11
596,,,11,0.172503,0.17991,88830.607955,0.058449,0,0.000054,17,6,23
597,,,11,0.183406,0.191767,0,0,0,0.000011,0,3,3
598,,,0,0,0,0,0.012123,0,0.000013,1,0,1
599,,,10,0.229837,0.247308,543840.035701,0.048597,0,0.000032,4,34,38
600,,,13,0.147219,0.151507,18595.470622,0.004107,0,0.000012,1,1,2
601,,,12,0.16354,0.170003,0,0,0,0.000011,0,5,5
602,,,13,0.132461,0.135748,52447.646087,0.042082,0,0.000091,20,2,22
603,,,1,1,1,3520.408888,0.037619,0,0.000058,12,1,13
604,,,0,0,0,0,0.053106,0,0.00015,31,0,31
605,,,1,1,1,0,0,0,0.000011,0,3,3
606,,,10,0.235768,0.254901,1451793.550732,0.067518,0,0.000082,14,43,57
607,,,0,0,0,0,0.02024,0,0.000055,8,0,8
608,,,12,0.167304,0.173454,0,0,0,0.000011,0,3,3
609,,,11,0.212003,0.224292,0,0,0,0.000011,0,6,6
610,,,11,0.193492,0.203882,233582.667842,0.035896,0,0.000057,8,13,21
611,,,10,0.198114,0.208756,126275.726341,0.041025,0,0.000034,9,13,22
612,,,10,0.214135,0.226885,0,0,0,0.000011,0,10,10
613,,,1,1,1,512.713944,0.004777,0,0.000024,2,1,3
614,,,11,0.199579,0.21023,0,0,0,0.000011,0,2,2
615,,,10,0.212892,0.227855,662691.893939,0.055769,0,0.000143,25,26,51
616,,,0,0,0,0,0.004014,0,0.000013,1,0,1
617,,,11,0.191282,0.200811,0,0,0,0.000011,0,10,10
618,,,0,0,0,0,0.009598,0,0.000047,8,0,8
619,,,1,1,1,0,0,0,0.000011,0,1,1
620,,,0,0,0,0,0.004457,0,0.000035,3,0,3
621,,,12,0.19445,0.205593,352214.824226,0.024202,0,0.00008,6,17,23
622,,,1,1,1,0,0,0,0.000011,0,1,1
623,,,10,0.200557,0.212006,27699.419191,0.003285,0,0.00003,4,7,11
624,,,11,0.184574,0.193322,616642.854435,0.224729,0,0.000451,60,8,68
625,,,11,0.19647,0.206874,0,0,0,0.000011,0,6,6
626,,,11,0.187925,0.197489,146630.03894,0.040453,0,0.0001,17,7,24
627,,,10,0.203456,0.216034,124534.234881,0.024631,0,0.000034,7,17,24
628,,,10,0.190208,0.199774,0,0,0,0.000011,0,7,7
629,,,0,0,0,0,0.005487,0,0.000027,3,0,3
630,,,1,1,1,0,0,0,0.000011,0,1,1
631,,,1,1,1,18268,0.010891,0,0.000024,4,1,5
632,,,0,0,0,0,0.00186,0,0.000032,1,0,1
633,,,0,0,0,0,0.042072,0,0.00006,10,0,10
634,,,1,1,1,0,0,0,0.000011,0,1,1
635,,,11,0.187914,0.197176,74477.049738,0.005349,0,0.000021,4,15,19
636,,,10,0.238249,0.25789,1647635.35834,0.095664,0,0.000078,22,67,89
637,,,1,1,1,419.770029,0.003517,0,0.000016,1,2,3
638,,,11,0.196929,0.207126,45468.449141,0.011844,0,0.000042,8,8,16
639,,,10,0.201834,0.213001,172823.960472,0.01883,0,0.000037,3,18,21
640,,,12,0.15845,0.163874,0,0,0,0.000011,0,2,2
641,,,11,0.183601,0.19195,0,0,0,0.000011,0,4,4
642,,,1,1,1,860.695588,0.001861,0,0.000012,1,2,3
643,,,1,1,1,0,0,1,0.000011,0,2,2
644,,,0,0,0,0,0.002464,1,0.000021,3,0,3
645,,,1,1,1,0,0,1,0.000011,0,2,2
646,,,12,0.148036,0.152495,107208.789957,0.070298,0,0.000132,29,4,33
647,,,12,0.160611,0.166345,64380.844188,0.053626,0,0.000061,10,2,12
648,,,13,0.135631,0.139093,182446.364728,0.050774,0,0.000324,12,1,13
649,,,14,0.11944,0.121791,0,0,0,0.000011,0,1,1
650,,,1,1,1,0,0,0,0.000011,0,1,1
651,,,0,0,0,0,0.002999,0,0.000023,3,0,3
652,,,11,0.181103,0.189585,0,0,0,0.000011,0,6,6
653,,,12,0.157006,0.16238,82173.630591,0.02885,0,0.000133,13,2,15
654,,,11,0.185214,0.194364,1318938.595047,0.480792,0,0.000976,94,7,101
655,,,12,0.181387,0.189108,2911.999038,0.003492,0,0.000017,3,3,6
656,,,11,0.196725,0.207234,480728.268653,0.080273,0,0.000145,23,9,32
657,,,10,0.204483,0.216815,0,0,0,0.000011,0,22,22
658,,,10,0.233535,0.251362,0,0,0,0.000011,0,41,41
659,,,13,0.132458,0.13569,0,0,0,0.000011,0,1,1
660,,,12,0.188794,0.198224,380738.085238,0.212137,0,0.000211,43,5,48
661,,,11,0.190309,0.200501,190344.626488,0.064009,0,0.000085,14,9,23
662,,,11,0.19469,0.205019,13470,0.000821,0,0.000021,1,9,10
663,,,9,0.260589,0.285594,6034364.48027,0.225113,0,0.000329,58,86,144
664,,,14,0.127095,0.1299,6341.754104,0.008353,0,0.000015,3,3,6
665,,,0,0,0,0,0.093729,0,0.000103,30,1,31
666,,,11,0.206672,0.218797,20000.690607,0.001798,0,0.000012,1,8,9
667,,,12,0.172308,0.178731,0,0,0,0.000011,0,3,3
668,,,10,0.198998,0.210008,266605.010857,0.029562,10,0.000052,3,15,18
669,,,1,1,1,0,0,2,0.000011,0,1,1
670,,,0,0,0,0,0.001643,2,0.000031,2,0,2
671,,,1,1,1,0,0,2,0.000011,0,1,1
672,,,12,0.180997,0.189069,212288.045942,0.03595,0,0.000118,12,8,20
673,,,0,0,0,0,0.068496,0,0.000126,24,0,24
674,,,10,0.193687,0.204359,310110.333213,0.083462,0,0.000185,15,13,28
675,,,11,0.18883,0.198946,0,0,26,0.000011,0,9,9
676,,,10,0.230686,0.249113,24387.656083,0.001643,0,0.00002,2,53,55
677,,,12,0.148086,0.152621,127896.058249,0.032744,0,0.000097,13,2,15
678,,,11,0.177078,0.18498,22517.204354,0.008332,0,0.000016,2,7,9
679,,,0,0,0,0,0.032096,0,0.000228,13,1,14
680,,,10,0.219829,0.235595,0,0,0,0.000011,0,25,25
681,,,11,0.189357,0.199065,132337.808408,0.007303,0,0.000074,8,2,10
682,,,10,0.211934,0.225729,897650.303226,0.089874,0,0.000135,24,27,51
683,,,11,0.174768,0.18226,146271.892602,0.051119,0,0.000106,13,3,16
684,,,10,0.218839,0.234287,1120041.95818,0.13937,0,0.000191,43,16,59
685,,,12,0.164795,0.171303,2877.541742,0.004493,0,0.000018,2,3,5
686,,,12,0.171831,0.179087,0,0,0,0.000011,0,3,3
687,,,12,0.148778,0.153265,0,0,0,0.000011,0,1,1
688,,,10,0.225338,0.242047,972319.525873,0.07776,0,0.000147,30,34,64
689,,,11,0.186274,0.194644,0,0,0,0.000011,0,8,8
690,,,0,0,0,0,0.04102,0,0.000054,15,0,15
691,,,10,0.213221,0.226527,1616.135129,0.000821,0,0.000012,1,16,17
692,,,12,0.162172,0.168632,0,0,0,0.000011,0,9,9
693,,,11,0.21099,0.224053,0,0,0,0.000011,0,28,28
694,,,0,0,0,0,0.048052,0,0.000078,12,0,12
695,,,1,1,1,0,0,0,0.000011,0,1,1
696,,,13,0.140917,0.145223,41.632814,0.001104,0,0.000012,1,5,6
697,,,10,0.222991,0.238322,101919.05276,0.011297,0,0.000028,4,14,18
698,,,1,1,1,0,0,3,0.000011,0,1,1
699,,,0,0,0,0,0.000821,3,0.000021,1,0,1
700,,,12,0.141165,0.145117,0,0,0,0.000011,0,1,1
701,,,11,0.185691,0.194263,45147.093391,0.011239,0,0.000024,3,7,10
702,,,0,0,0,0,0.000821,0,0.000012,1,0,1
703,,,10,0.202359,0.214896,1035670.004889,0.156446,0,0.000218,33,27,60
704,,,11,0.181404,0.190007,37195.679922,0.005251,0,0.000025,4,6,10
705,,,12,0.15628,0.161521,0,0,0,0.000011,0,1,1
706,,,12,0.156281,0.161523,2392.617288,0.005205,0,0.000036,2,1,3
707,,,10,0.227101,0.244939,550391.699227,0.014928,0,0.000078,7,44,51
708,,,12,0.186274,0.195473,0,0,0,0.000011,0,10,10
709,,,0,0,0,0,0.056758,0,0.000112,19,0,19
710,,,14,0.136763,0.140445,0,0,0,0.000011,0,2,2
711,,,1,1,1,0,0,0,0.000011,0,2,2
712,,,1,1,1,0,0,0,0.000011,0,1,1
713,,,11,0.199089,0.209298,50304.381609,0.002936,0,0.000014,1,6,7
714,,,10,0.209342,0.221309,157251.641039,0.038313,0,0.000106,5,7,12
715,,,1,1,1,0,0,0,0.000011,0,1,1
716,,,10,0.21446,0.22853,0,0,0,0.000011,0,16,16
717,,,11,0.19976,0.210902,112552.581338,0.021312,0,0.000054,6,14,20
718,,,11,0.201707,0.212636,685.752925,0.000968,0,0.000012,1,11,12
719,,,12,0.162848,0.168587,0,0,0,0.000011,0,3,3
720,,,12,0.165325,0.171378,0,0,0,0.000011,0,2,2
721,,,11,0.200913,0.212419,185441.013581,0.045706,0,0.000056,8,17,25
722,,,12,0.15019,0.155242,54533.599334,0.046854,0,0.000043,5,4,9
723,,,10,0.219045,0.233939,187339.017599,0.018473,0,0.000016,2,12,14
724,,,11,0.202804,0.215366,331217.410425,0.106403,0,0.000116,14,24,38
725,,,13,0.125315,0.128138,43357.633481,0.096187,0,0.000078,6,5,11
726,,,13,0.143168,0.147258,703.6157,0.005761,0,0.000012,1,2,3
727,,,11,0.197281,0.207535,158543.459064,0.019603,0,0.000041,7,5,12
728,,,10,0.226079,0.24253,652399.937981,0.056464,0,0.000105,21,24,45
729,,,12,0.184511,0.193173,81489.615411,0.025964,0,0.000062,12,4,16
730,,,10,0.208522,0.22104,29676.307502,0.004698,0,0.000021,4,8,12
731,,,13,0.155779,0.160803,0,0,0,0.000011,0,1,1
732,,,12,0.177272,0.185186,0,0,0,0.000011,0,4,4
733,,,11,0.178782,0.187266,341959.711706,0.138102,0,0.000235,37,10,47
734,,,0,0,0,0,0.070975,0,0.000196,17,0,17
735,,,12,0.169411,0.176208,175034.841071,0.037411,0,0.000086,14,3,17
736,,,11,0.197192,0.208143,553735.352722,0.122502,0,0.000166,17,12,29
737,,,11,0.195785,0.206449,0,0,0,0.000011,0,9,9
738,,,10,0.220957,0.236736,435001.833877,0.015875,0,0.000059,5,35,40
739,,,14,0.140175,0.144117,206889.997671,0.024978,0,0.000222,16,1,17
740,,,15,0.122949,0.125594,113501.027199,0.028477,0,0.000146,4,1,5
741,,,12,0.169744,0.176648,41386.409859,0.026879,0,0.000035,5,7,12
742,,,15,0.12295,0.125594,0,0,0,0.000011,0,1,1
743,,,12,0.159753,0.165234,20915.229771,0.009699,0,0.000032,4,3,7
744,,,12,0.164946,0.171189,0,0,0,0.000011,0,6,6
745,,,15,0.12295,0.125594,0,0,0,0.000011,0,1,1
746,,,11,0.187239,0.196768,0,0,0,0.000011,0,12,12
747,,,11,0.184213,0.192363,41543.602564,0.01341,0,0.000046,2,6,8
748,,,12,0.171128,0.177919,0,0,0,0.000011,0,5,5
749,,,11,0.18417,0.193086,204079.689564,0.009434,0,0.000048,7,8,15
750,,,15,0.12295,0.125594,13473.333333,0.001643,0,0.000021,2,1,3
751,,,15,0.12295,0.125594,0,0,0,0.000011,0,1,1
752,,,10,0.221907,0.236593,656668.91304,0.038035,0,0.000098,17,23,40
753,,,1,1,1,134.081945,0.005503,0,0.000017,2,1,3
754,,,12,0.168289,0.174777,0,0,0,0.000011,0,5,5
755,,,11,0.207952,0.222392,928268.745582,0.084095,0,0.000212,37,33,70
756,,,0,0,0,0,0.142561,0,0.000162,13,0,13
757,,,10,0.217075,0.23122,31766.591363,0.001193,0,0.000021,1,8,9
758,,,10,0.234663,0.253504,1931689.605223,0.120632,0,0.000115,28,60,88
759,,,11,0.196146,0.206079,56453.537014,0.017892,0,0.000048,7,8,15
